Series,Date,PM,NO,NO2,Nox,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,O Xylene,Temperature,RH,WS,WD,SR,BP,VWS,RF,Mixing Height 
476,20-Apr-2020 - 00:00,14.86,8.62,14.45,23.07,30.27,11.59,0.19,41.37,0.78,1.6,0.21,0.1,29.06,72.07,0.79,183.92,130.06,,-0.01,,1.4972
477,21-Apr-2020 - 00:00,13.2,8.88,23.62,32.49,28.56,12.8,0.21,57.4,1.23,3.17,0.47,0.2,23.87,68.72,0.74,188.24,71.73,,-0.02,,1.4972
478,22-Apr-2020 - 00:00,16.21,8.85,19.48,28.32,26.06,14.4,0.2,46.54,1.14,2.08,0.34,0.15,26.35,71.66,0.56,165.1,118.74,,0,,1.4972
479,23-Apr-2020 - 00:00,14.67,9.03,17.91,26.96,27.99,9.73,0.19,34.3,1.02,2.56,0.37,0.17,26.75,75.8,0.61,156.7,105.22,999.5,0,,1.4972
480,24-Apr-2020 - 00:00,11.09,8.73,17.46,26.19,27.04,8.7,0.18,43.46,0.79,1.52,0.27,0.12,26.14,75.26,0.62,196.09,117.71,999.61,-0.01,,1.4972
481,25-Apr-2020 - 00:00,13.87,8.76,16.88,25.64,25.74,8.33,0.19,52.67,0.93,1.84,0.27,0.12,27.78,69.39,0.43,211.48,128.58,,0,,1.4972
482,26-Apr-2020 - 00:00,14.58,8.51,16.47,24.98,25.94,7.98,0.19,54.32,1.14,1.39,0.23,0.11,27.27,71.75,0.64,182.35,121.95,,-0.02,,1.4972
483,27-Apr-2020 - 00:00,9.37,8.72,14.95,23.66,24.72,7.49,0.19,35.93,0.87,1.61,0.27,0.13,25.47,80.84,0.63,102.94,103.5,,0,,1.4972
484,28-Apr-2020 - 00:00,7.96,8.66,15.42,24.08,25.06,7.55,0.18,33.75,0.91,1.69,0.32,0.15,25.22,83.78,0.4,114.47,86.54,,0,,1.4972
485,29-Apr-2020 - 00:00,19.05,9.11,19.18,28.29,23.92,7.51,0.25,41.83,1.54,2.82,0.58,0.26,26.98,73.78,0.31,140.44,136.5,,0,,1.4972
486,30-Apr-2020 - 00:00,14.33,8.72,16.65,25.37,23.58,8.03,0.16,44.51,0.95,2.11,0.3,0.14,28.29,70.51,0.43,194.42,145.29,,0,,1.4972
487,01-May-2020 - 00:00,11.07,8.46,15.72,24.18,24.12,7.54,0.15,45.76,0.74,1.44,0.25,0.13,25.44,79.15,0.52,172.47,86.36,,-0.01,,1.170331
488,02-May-2020 - 00:00,15.82,8.73,19.49,28.21,22.74,7.57,0.21,38.86,1.37,2.31,0.38,0.17,25.75,78.34,0.33,163.88,128.91,999.81,0,,1.170331
489,03-May-2020 - 00:00,18.05,8.56,15.61,24.16,22.52,7.44,0.2,53.66,1.27,2.13,0.4,0.19,27.65,71.04,0.29,144.12,149.16,,0,,1.170331
490,04-May-2020 - 00:00,22.87,8.52,17.16,25.68,21.04,6.84,0.21,37.64,1.33,2.79,0.56,0.24,28.9,73.79,0.28,195.63,120.18,,0,,1.170331
491,05-May-2020 - 00:00,17.56,8.64,15.68,24.31,21.91,6.73,0.21,35.69,1.31,2.47,0.49,0.2,29.38,72.07,0.45,219.62,123.26,,0,,1.170331
492,06-May-2020 - 00:00,12.89,8.6,17.74,26.33,20.99,6.92,0.23,47.6,1.22,2.91,0.45,0.19,27.08,75.95,0.39,189.62,154.87,,0,,1.170331
493,07-May-2020 - 00:00,16.34,8.45,18.61,27.05,20.44,6.94,0.17,46.44,1.29,2.5,0.67,0.26,28.33,70.98,0.45,175.22,130.83,999.84,-0.01,,1.170331
494,08-May-2020 - 00:00,14.41,8.47,16.08,24.56,20.24,7.11,0.19,57.39,0.82,1.97,0.27,0.12,28.83,67.7,0.56,198.22,165.56,999.65,0,,1.170331
495,09-May-2020 - 00:00,19.29,8.33,14.54,22.87,19.11,6.33,0.18,50.72,0.94,2.51,0.33,0.14,31.52,62.61,0.39,217.84,179.28,1000,0,,1.170331
501,15-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
502,16-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
503,17-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
504,18-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
505,19-May-2020 - 00:00,8.89,8.51,10.96,19.47,19.62,6.47,0.18,29.56,1.15,1.61,,0.12,26.99,75.77,1.47,70.77,44.83,995.43,-0.02,,1.170331
506,20-May-2020 - 00:00,8.24,8.67,11.48,20.15,19.02,6.87,0.14,41.19,0.59,0.92,,0.05,24.4,93.6,4.19,91.28,45.78,982.32,-0.13,,1.170331
507,21-May-2020 - 00:00,2.74,8.28,11.46,19.74,17.83,7.01,0.22,40.45,0.69,0.89,,0.08,23.74,94.61,2.29,225.51,56.49,988.48,-0.03,,1.170331
508,22-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
509,23-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
510,24-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
511,25-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
512,26-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
513,27-May-2020 - 00:00,16.25,8.12,5.36,13.48,1.18,9.38,,38.02,2.03,16.05,,0.19,28.98,73.32,1.33,218.03,41.02,960.2,0.01,,1.170331
514,28-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
515,29-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
516,30-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
517,31-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
518,01-Jun-2020 - 00:00,15.87,9.55,16.12,25.67,11.96,11.76,0.23,60.92,1.99,31.12,,0.75,28.45,78.18,1.04,213.71,124.33,,-0.01,,1.170331
519,02-Jun-2020 - 00:00,14.26,21.53,21.2,30.67,12.71,11.51,0.25,69.39,2.74,28.2,,0.94,29.1,74.74,0.92,201.08,151.16,,0,,1.170331
520,03-Jun-2020 - 00:00,16.97,63.49,53.16,50.14,23.43,11.39,0.3,75.88,2.42,18.37,,0.5,29.91,72.08,1.1,214.13,185,,-0.01,,1.170331
521,04-Jun-2020 - 00:00,18.82,,,,,11.64,0.22,64.27,1.72,24.18,,0.47,30.42,74.68,1.33,204.6,173.37,,-0.01,,1.170331
522,05-Jun-2020 - 00:00,13.52,18.63,24.33,25.72,12.92,11.75,0.2,67.51,1.54,25.14,,0.49,30.14,75.4,1.41,195.76,183.59,,-0.02,,1.170331
523,06-Jun-2020 - 00:00,17.95,53.43,51.22,45.91,19.19,11.44,0.26,81.57,1.59,22.65,,0.44,31.62,68.39,1.07,219.41,163.5,,-0.01,,1.170331
524,07-Jun-2020 - 00:00,25.6,15.79,24.95,22.17,12.22,11.37,0.29,75.14,2.34,20.07,,0.55,29.6,78.34,0.52,190.77,104.18,,-0.01,,1.170331
525,08-Jun-2020 - 00:00,23.21,14.59,22.08,23.92,12.71,45.63,0.32,70.72,3.69,24.84,,0.83,29.63,78.71,0.43,197.09,170.5,,-0.02,,1.170331
526,09-Jun-2020 - 00:00,20.84,7.74,10.53,18.28,9.49,,0.23,60.48,3.58,24.12,,0.86,30.75,75.2,0.61,134.19,172.75,,-0.07,,1.170331
527,10-Jun-2020 - 00:00,9.18,6,8.7,15.36,5.17,138.18,0.23,130.54,1.73,11.26,,0.29,30.3,72.5,0.99,91.68,157.24,,0,,1.170331
528,11-Jun-2020 - 00:00,7.49,6.07,9.69,16.74,5.86,,0.26,66.86,1.79,18.27,,0.46,27.82,88.26,0.65,68.97,81.99,,0,,1.170331
529,12-Jun-2020 - 00:00,7.17,5.59,10.4,16.94,7.42,,0.23,56.75,2.92,16.9,,0.53,26.95,94.93,0.71,74.3,61.26,,-0.01,,1.170331
530,13-Jun-2020 - 00:00,8.59,5.05,7.56,13.45,6.91,,0.25,63.58,1.96,4.19,,0.32,27.97,91.94,0.36,79.77,85.23,,0,,1.170331
531,14-Jun-2020 - 00:00,10.13,4.84,6.53,11.78,7.43,,0.21,,0.73,2.02,,0.15,27.36,94.88,0.37,142.31,71.99,,-0.01,,1.170331
532,15-Jun-2020 - 00:00,12.97,5.09,6.93,10.45,7.56,4.44,0.2,32.96,,,,,28.16,89.58,1.64,194.12,110.13,,-0.1,,1.170331
533,16-Jun-2020 - 00:00,10.27,4.94,5.29,8.78,8.54,5.69,0.19,33.62,,,,,27.88,90.82,1.35,198.46,109.08,,-0.01,,1.170331
534,17-Jun-2020 - 00:00,16.24,6.32,27.01,34.26,6.37,4.99,0.33,29.22,8.66,35.65,,1.76,28.47,86.55,2.69,217.45,97.01,,-0.04,,1.170331
535,18-Jun-2020 - 00:00,18.88,6.04,25.83,31.79,5.05,5.5,0.31,39.94,4.49,20.72,,0.29,28.65,85.86,2.36,218.08,85.99,,-0.04,,1.170331
536,19-Jun-2020 - 00:00,20.41,7.28,10.74,17.98,8.72,7.02,0.29,48.23,3.12,13.96,,0.07,29.06,84.04,1.52,217.27,103.27,,-0.15,,1.170331
537,20-Jun-2020 - 00:00,10.07,8.17,8.7,16.87,7.61,7.51,0.21,41.92,0.66,6.77,,0.03,29.22,82.92,0.87,196.42,134.88,,-0.05,,1.170331
538,21-Jun-2020 - 00:00,8.9,8.39,5.55,13.94,7.44,8.13,0.21,51.65,0.64,2.34,,0.05,28.07,88.07,0.67,149.8,92.24,,-0.02,,1.170331
539,22-Jun-2020 - 00:00,12.84,8.27,7.61,15.89,7.81,7.38,0.22,51.11,0.54,4.82,,0.05,28.83,84.93,1.23,192.21,143.4,,-0.01,,1.170331
540,23-Jun-2020 - 00:00,16.03,8.71,8.93,17.62,6.9,7.6,0.27,41.63,2.29,9.98,,0.1,29.13,84.31,1.23,195.03,100.86,,0,,1.170331
541,24-Jun-2020 - 00:00,19.32,18.36,18.75,29.58,11.86,7.17,0.27,43.14,1.64,11.96,,0.06,30.5,75.68,2.28,218.1,170.65,,0,,1.170331
542,25-Jun-2020 - 00:00,16.54,17.54,10.74,26.06,16.09,7.46,0.23,37.76,0.2,13.27,,0.03,30.43,72.53,2.36,218.36,191.41,,0,,1.170331
543,26-Jun-2020 - 00:00,12.49,13.37,13.95,27.32,17.99,8.21,0.24,45.41,1.82,26.13,,0.39,29.55,74.59,2.33,219.57,170.68,,0,,1.170331
544,27-Jun-2020 - 00:00,9.84,12.96,18.39,31.23,13.49,8.58,0.26,42.42,3.26,35.11,,0.96,27.94,84.35,1.96,221.2,94.85,,0,,1.170331
545,28-Jun-2020 - 00:00,10.9,13.4,20.33,33.68,12.01,8.68,0.27,42.77,2.13,31.84,,1,27.12,89.4,1.58,222.14,120.88,,0,,1.170331
546,29-Jun-2020 - 00:00,16.66,12.28,15.67,27.85,13.04,7.33,0.37,49.7,5.24,29.87,,1.18,27.83,89.17,0.99,201.54,115.46,,0.01,,1.170331
547,30-Jun-2020 - 00:00,18.34,30.33,26.16,49.88,24.31,7.92,0.26,46.62,4.2,35.01,,1.23,29.58,81.19,1.88,221.62,137.79,,0.01,,1.170331
548,01-Jul-2020 - 00:00,14.22,14.99,19.98,34.46,21.58,7.89,0.34,51.26,2.38,27.97,,0.93,30.75,75.12,2.23,218.31,176.99,,0,,1.170331
549,02-Jul-2020 - 00:00,11.78,13.49,35.5,48.98,15.41,8.24,0.4,50.5,2.05,25.97,,0.65,31.12,71.11,2.15,216.85,187.54,,0.01,,1.170331
550,03-Jul-2020 - 00:00,7.86,14.96,16.24,30.85,17.93,8.7,0.32,53.79,1.48,19.54,,0.5,30.63,75.8,1.14,218.35,156.68,,0.01,,1.170331
551,04-Jul-2020 - 00:00,23.4,,,,,8.75,0.21,49.34,1.06,18.98,,0.61,29.49,82.31,0.55,160.14,112.64,,-0.01,,1.170331
552,05-Jul-2020 - 00:00,24.44,,,,,9.05,0.2,41.42,0.98,26.39,,0.9,28.07,90.68,0.59,126.13,94.15,,0,,1.170331
553,06-Jul-2020 - 00:00,24.05,36.78,26,62.77,60.58,8.69,0.24,51.56,0.98,21.74,,0.7,28.13,89.45,0.33,136.64,133.59,,0.01,,1.170331
554,07-Jul-2020 - 00:00,35.86,21.28,30.85,52.13,47.26,8.56,0.29,44.47,2.48,30.93,,1.09,28.66,88.67,0.47,162.66,125.42,,0,,1.170331
555,08-Jul-2020 - 00:00,44.88,18.62,41.82,55.21,38.01,7.96,0.36,60.61,4.2,33.34,,1.32,29.61,81.77,0.86,213.97,161.21,,0.01,,1.170331
556,09-Jul-2020 - 00:00,39.85,,,,,10.21,0.28,43.12,2.83,36.55,,1.19,29.49,81.94,1.09,216.94,154.84,,0,,1.170331
557,10-Jul-2020 - 00:00,27.11,139.38,196.14,167.52,271.55,10.09,0.28,56.16,1.88,29.26,,1.36,30.23,76.32,1.57,214.6,185.35,995.56,0,,1.170331
558,11-Jul-2020 - 00:00,30.75,,,,,10.12,0.24,41.34,2.64,38.23,,0.99,28.62,84.81,1.08,231.2,116.92,995.95,0,,1.170331
559,12-Jul-2020 - 00:00,38.26,,,,,9.14,0.24,42.94,2.25,35.85,,1.02,29.65,81.8,0.82,207.09,150.41,995.99,0.01,,1.170331
560,13-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
561,14-Jul-2020 - 00:00,27,,,,,10.38,0.22,67.79,1.22,8.69,,0.24,33.26,61.6,0.32,47.48,569.55,994.7,0.01,,1.170331
562,15-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
563,16-Jul-2020 - 00:00,,,,,,,0.35,43.61,3.47,15.51,,0.57,30.63,78.93,0.66,30.35,621.41,995.4,0.01,,1.170331
564,17-Jul-2020 - 00:00,29.52,,,,,8.91,0.37,82.54,3.3,17.84,,0.43,31.49,67.71,1.19,217.26,460.31,997.42,0.01,,1.170331
565,18-Jul-2020 - 00:00,27.75,,,,,,0.32,73.93,3.11,25.54,,0.49,33.81,60.02,3.21,217.49,599.56,998.4,0.01,,1.170331
566,19-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
567,20-Jul-2020 - 00:00,65.03,,,,,9.17,0.34,50.68,4.34,31.16,,0.92,29.05,81.72,1.05,205.94,167.65,997.38,0.01,,1.170331
568,21-Jul-2020 - 00:00,39.58,,,,,9.94,0.34,47.26,3.67,34.53,,1.03,27.88,88.84,0.94,216.76,81.28,998.48,0,,1.170331
569,22-Jul-2020 - 00:00,46.09,,,,,9.41,0.41,52.04,4.23,32.66,,1.12,27.72,90.04,0.49,207.6,93.18,998.12,0,,1.170331
570,23-Jul-2020 - 00:00,34.01,,,,,9.49,0.25,45.53,3.7,36.02,,0.99,26.11,93.45,0.44,227.37,79.71,997.85,0,,1.170331
571,24-Jul-2020 - 00:00,33.01,,,,,9.56,0.27,60,3.6,26.11,,0.91,27.85,89.19,0.4,199.76,110.99,999.35,0.01,,1.170331
572,25-Jul-2020 - 00:00,33.98,,,,,11.44,0.22,39.46,2.99,32.17,,0.91,29.22,80.75,0.64,212.84,150.65,999.8,0,,1.170331
573,26-Jul-2020 - 00:00,47.37,,,,,11.39,0.27,35.86,1.74,31.39,,0.78,30.49,78.37,0.67,209.7,141.99,998.77,0,,1.170331
574,27-Jul-2020 - 00:00,56.1,,,,,10.28,0.32,50.58,3.09,27.24,,0.88,29.43,84.42,0.53,183.66,94.46,998.66,0,,1.170331
575,28-Jul-2020 - 00:00,47.09,,,,,10.73,0.36,49.41,5.04,31.81,,1.34,28.71,87.14,0.4,169.92,94.31,998.51,0.01,,1.170331
576,29-Jul-2020 - 00:00,23.52,,,,,11.35,0.27,44.55,3.11,27.84,,0.94,27.87,88.16,0.54,214.42,115.81,998.96,0,,1.170331
577,30-Jul-2020 - 00:00,21.26,,,,,10.08,0.22,45.99,3.39,28.15,,0.91,29.68,79.49,0.53,206,147.11,999.14,0,,1.170331
578,31-Jul-2020 - 00:00,20.14,7.17,20.86,28.04,12.5,8.55,0.31,47.84,3.18,28.42,,0.97,29.66,80.95,0.38,228.1,130.18,998.58,-0.02,,1.170331
579,01-Aug-2020 - 00:00,21.36,6.44,16.37,22.81,14.75,7.89,0.29,52.07,2.4,24.17,,0.87,31.01,74.71,0.52,179.9,166.33,997.15,-0.02,,1.170331
580,02-Aug-2020 - 00:00,33.38,5.43,15.97,21.38,14.23,8.62,0.27,44.34,1.67,26.58,,0.74,31.09,76.6,0.46,191.13,111.84,994.33,0,,1.170331
581,03-Aug-2020 - 00:00,71.65,4.59,19.09,23.68,13.67,6.97,0.38,56.02,2.61,23.03,,0.83,31.46,77.39,0.44,207.58,110.37,990.25,0,,1.170331
582,04-Aug-2020 - 00:00,38.42,5.71,18.86,24.57,22.2,8.51,0.39,42.65,2.94,31.11,,1.05,26.49,97.52,0.45,186.4,36.66,987.09,0,,1.170331
583,05-Aug-2020 - 00:00,15.85,4.45,11.49,15.94,15.31,8.52,0.21,44.21,0.87,26.01,,0.58,26.98,96.01,0.89,60.02,62.41,988.36,0,,1.170331
584,06-Aug-2020 - 00:00,17.71,4.55,11.86,16.3,15.32,8.19,0.28,51.41,1.35,22.75,,0.58,26.82,96.23,0.48,108.71,69.82,995.29,0.01,,1.170331
585,07-Aug-2020 - 00:00,28.61,4.6,12.31,16.91,15.45,7.52,0.29,55.63,2.99,23.48,,0.9,28.84,87.34,0.48,196.91,142.18,996.81,0,,1.170331
586,08-Aug-2020 - 00:00,34.14,4.05,9.91,13.96,15.16,9.63,0.18,38.25,2.08,26.55,,0.76,29.28,86.6,0.34,221.72,113.4,994.97,0,,1.170331
587,09-Aug-2020 - 00:00,22.3,4.06,9.02,13.09,15.22,9.84,0.23,38.3,0.68,24.62,,0.52,29,84.58,0.35,195.76,163.27,994.56,0,,1.170331
588,10-Aug-2020 - 00:00,18.26,4.26,12.22,16.49,16.19,8.4,0.26,45.58,0.99,16.11,,0.41,30.21,79.39,0.51,166.54,161.45,995.31,0,,1.170331
589,11-Aug-2020 - 00:00,32.52,5.74,16.53,22.24,15.62,8.02,0.26,48.33,2.62,23.05,,0.78,29.87,82.08,1.13,213.93,109.3,995.14,0,,1.170331
590,12-Aug-2020 - 00:00,28.04,8.43,15.16,23.58,15.36,8.3,0.24,41.87,1.76,21.81,,0.62,29.88,82.02,1.24,224.54,104.13,995.01,0,,1.170331
591,13-Aug-2020 - 00:00,15.36,8.35,10.46,18.79,16.35,8.75,0.18,37.57,0.78,23.34,,0.51,29.67,82.22,0.67,151.04,186.9,994.01,0,,1.170331
592,14-Aug-2020 - 00:00,17.02,13.36,16.43,29.33,16.02,8.35,0.25,47.55,0.95,14.44,,0.38,29.2,85.26,1.16,75.92,201.01,990.77,0,,1.170331
593,15-Aug-2020 - 00:00,16.24,9.37,13.21,22.58,16.75,8.69,0.24,34.36,0.98,23.27,,0.5,28.19,90.76,1.2,133.26,118.03,989.76,0,,1.170331
594,16-Aug-2020 - 00:00,23.37,8.79,13.39,22.19,16.6,8.77,0.24,35.45,1.08,24.02,,0.55,28.84,86.96,1.08,178.87,175.89,991.53,0,,1.170331
595,17-Aug-2020 - 00:00,26.9,13.21,16.56,29.76,16.95,6.72,0.3,42.91,3.74,24.94,,0.72,27.3,93.84,1.33,230.86,81.46,993.82,0.01,,1.170331
596,18-Aug-2020 - 00:00,31.38,10.05,17.96,27.92,16.11,6.85,0.37,47.78,5.9,25.45,,2.22,27.43,93.47,1.2,219.43,121.52,994.05,0.01,,1.170331
597,19-Aug-2020 - 00:00,16.57,8.87,15.69,24.56,15.69,7.44,0.22,40.2,1.81,20.05,,0.6,27.13,92.93,1.28,69.52,113.63,991.58,0,,1.170331
598,20-Aug-2020 - 00:00,13.18,8.59,11.24,19.82,17.1,7.64,0.18,38.7,0.74,22.9,,0.53,26.58,95.44,0.92,106.28,79.68,993.99,0.01,,1.170331
599,21-Aug-2020 - 00:00,16.01,6.8,8.97,15.68,15.39,5.81,0.19,31.32,1.15,19.73,,0.43,26.19,97.47,0.78,238.99,65.69,998.25,0.01,,1.170331
600,22-Aug-2020 - 00:00,35.66,7.68,16.19,23.82,9.52,5.17,0.4,16.41,6.82,30.5,,1.46,27.3,93.36,0.32,171.97,104.42,999.18,0.01,,1.170331
601,23-Aug-2020 - 00:00,45.15,9.47,21.41,30.86,7.25,5.13,0.31,15.55,6.08,29.14,3.53,1.61,27.66,92.72,0.27,209.59,101.66,998.43,0.01,,1.170331
602,24-Aug-2020 - 00:00,42.5,9.47,23.52,32.99,9.33,4.85,0.37,21.06,3.93,24.3,2.63,1.17,27.73,89.97,0.36,189.39,148.33,997.45,0.01,,1.170331
603,25-Aug-2020 - 00:00,37.07,9.17,15.64,24.84,10.09,5.95,0.29,24.38,3.05,20.61,2.05,0.93,29.11,84.17,0.91,131.13,187.32,996.15,0.01,,1.170331
604,26-Aug-2020 - 00:00,16.04,6.91,11.17,18.06,10.97,6.61,0.24,25.74,1.02,17.32,0.97,0.43,27.05,94,1.21,135.05,108.88,994.49,0.01,,1.170331
605,27-Aug-2020 - 00:00,20.95,6.92,7.47,14.24,11.87,6.76,0.19,21.23,0.96,23.05,1.11,0.49,26.29,96.36,1.15,231.77,70.3,997.42,0.01,,1.170331
606,28-Aug-2020 - 00:00,33.11,11.84,18.76,30.38,9.56,6.07,0.33,26.92,3.01,24.43,1.78,0.77,28.11,88.41,1.91,221.04,136.48,997.89,0.01,,1.170331
607,29-Aug-2020 - 00:00,35.8,9.01,22.57,31.51,8.25,6.41,0.26,23.4,3.03,28.07,2.01,0.94,29.82,80.86,2.08,216.78,192.84,998.7,0.01,,1.170331
608,30-Aug-2020 - 00:00,38.35,8.63,20.07,28.7,8.92,6.17,0.31,21.92,2.59,23.72,1.91,0.87,29.95,83.04,1.68,215.3,137.06,999.27,0.01,,1.170331
609,31-Aug-2020 - 00:00,47.1,7.69,16.82,24.44,9.28,6.34,0.26,23.43,2.26,21.21,1.62,0.72,31.13,78.63,1.28,223.25,144.44,998.77,0.01,,1.170331
610,01-Sep-2020 - 00:00,43.27,13.05,22.98,35.65,8.49,6,0.41,25.33,6.27,25.39,3.03,1.4,26.34,94.67,1.18,174.85,52.13,999.4,-0.02,,1.170331
611,02-Sep-2020 - 00:00,29.91,9.54,17.16,26.67,10.06,6.44,0.28,26.68,4.57,25.86,3.95,2.75,26.73,91.17,0.78,212.9,133.87,,0,,1.170331
612,03-Sep-2020 - 00:00,25.15,9.76,16.28,26.04,9.9,6.45,0.26,25.44,3.84,23.24,2.36,1.03,29.06,81.76,1.12,193.6,205.25,,0,,1.170331
